template	popularity	first_year
CN.CNc(c)n>>CCCO.CN.N.cc(n)F	1	1993
CN([4C])c(n)n>>CCN[4C].nc(n)N	1	1993
CN(O)CC[1C]>>C=C[1C].C=NO	1	1993
CN(CCc1ccccc1)C=O>>CCOC(C)=O.O=CO.c1cncn1.c1cncn1	1	1993
CN(CCO)C(N)=N>>CNCCO.N=C(NC#N)NC1CC1	1	1993
CN(C)[Si]>>CNC.[Si]N[Si]	1	1993
CN(C)[4C]>>CNC=O.[4C]N	1	1993
CN(C)CN>>NCO.O=CNCO.[4C]NCO	1	1993
CI>>O=CO.O=P(I)(I)I	1	1993
CI>>C.O=CI	1	1993
CI.cc(c)O>>CCc(c)c.O.O=[SH](=O)I	1	1993
CI.OC=O>>COCO.O=CO.[4C]NI	1	1993
CI.COC=O>>C=[N+]=[N-].COC=O.I	1	1993
CF>>C=C(F)F.CO	1	1993
CF>>C.[4C]NF	1	1993
CCn>>CC=[N+].Cn	1	1993
CCcc(O)c(c)[2C]>>[2C]I.ccccCCO	1	1993
CCc1ccc([2C]O)cc1>>C#C.C[2C]I.Oc1ccccc1	1	1993
CCc1cc(OC=O)c(c)c(c)n1>>CC1=Nc(c)c(c)C(=O)C1.CN[4C].O=CI	1	1993
CCc1cc(=O)cc(CCS)o1>>CC(=O)CCS.Cc1ccccc1.NCCO.O	1	1993
CC[Sn](CC)C#C>>C#C.CC[Sn](I)CC	1	1993
CC[N+][2C]C>>CCN.C[2C]I	1	1993
CC[2C]CNC(O)=O>>C.CCNC.C[2C](I)I.OC(=O)I	1	1993
CC[1C]>>cc(c)CC([1C])N	1	1993
CC[1C].cc(c)O>>COC[1C].ccc	1	1993
CCSc(c)c>>CCOc(c)c.cc(c)SCC	1	1993
CCSCCO>>C=C.CC(O)S	1	1993
CCOc(cC=O)c(c)OC>>CCOC.CCOc(cI)cc.NC=O	1	1993
CCOc(c)n>>C=O.cccc[nH+].ccn	1	1993
CCO[Si]O>>CC.CO.I[Si]I.O	1	1993
CCO[Si](O)(O)O>>O[Si](O)(O)CCCN=C=O	1	1993
CCOP(O)=O>>CCN.CP(O)=O.nO	1	1993
CCOP(O)(=O)CC=CC(C)=C[2C]=O>>CCOP(O)OCC.CO[2C](O)I.Cc1ccccc1	1	1993
CCOCO>>C=O.O.c1ccccc1	1	1993
CCOC=O>>C=CC.COC=O.OC=O	1	1993
CCOC=O.[2C]O>>CO.COC=O.OC=O.[2C]I	1	1993
CCOC=O.O.OC=O>>Cc(c)ccc.O.OC=O.OC=O	1	1993
CCOC=O.CI>>C.O=C1CCC(=O)N1I.OC=O	1	1993
CCOC(O)c1ccc(I)c(C=C[2C]C)c1>>C.CC(O)=O.Cc1ccnc(C)c1.IC(I)(I)I.I[2C]I.cccccPc1ccccc1	1	1993
CCOC(C)C>>CCC(O)=O.CCNCC.COC=O	1	1993
CCOC(C)(C)O>>CCO.Cc1ccc(S(=O)(=O)O)cc1.O.OC(=O)O	1	1993
CCOC(C)(C)O>>CCO.Cc(c)ccc.O.OC(=O)O	1	1993
CCOC(=O)c(c)nc(c)CC>>C1=NCCO1.COc(c)ccc.O=S(I)I.[Li]CCCC	1	1993
CCOC(=O)C[2C]>>CC(O)=O.CC[N-].COC=O.[2C]I	1	1993
CCOC(=O)CO>>C=O.CC=O.O.ccc(cc)C(=O)O	1	1993
CCOC(=O)C1=CNC(C)=C(C(O)=O)C1C>>C=C1CC(=O)O1.CCN(C)CC.OC(=O)CC=O	1	1993
CCOC(=O)C(=COC)C#N>>C1COCC1.CC.CN(C)C.FC1(F)Oc2ccccc2O1	1	1993
CCO>>C=O.[Li]C=O	1	1993
CCO>>C.ccc(O)c(c)S	1	1993
CCO.cC=O>>CCO.COC=O.cI	1	1993
CCO.CO>>OCOC=CC(=O)O	1	1993
CCO.CO>>C.CCOC=O.O	1	1993
CCNc>>CCc(c)c.NN.cI	1	1993
CCNO>>CCNO	1	1993
CCNC=O>>CN[P+](N)(O)N(C)C.O=CO	1	1993
CCNC(O)=O>>CCN.OC(=O)I	1	1993
CCNC(O)=O>>C#CN=[N+]=[N-].OC(=O)OC=O	1	1993
CCNC(N)=N>>CN(C)C(N)=S.N.O=CO	1	1993
CCN>>CN(C)CC	1	1993
CCN>>CCN.CNC	1	1993
CCN=C=O.N=C=O>>CC(N)=O.CCC=NO.[1C]CC(=O)O	1	1993
CCN([2C])[2C]C>>O=C(I)CCC[2C]I.[2C]I.cc(c)Nc(c)c	1	1993
CCN([2C])[2C]C.NC=O>>CCC[2C]I.N.O=CNc1ccccc1NC=O.[2C]I	1	1993
CCN(C=O)C=O>>O=CNC=O.O=CNC=O	1	1993
CCN(C)C>>CCN.COC(C)=O	1	1993
CCCn.CCN>>CCCN.CCn	1	1993
CCCcc(c)CCC>>C.CC(=CC=C)ccc	1	1993
CCCc1ccc(-c)cc1>>C1CCOC1.C[Si](C)c1cccc(F)c1F.cI	1	1993
CCCc.CI>>COC.Ic1ccccc1.cI	1	1993
CCCc(c)n.cN>>CCN.Cc(c)n.N.cI	1	1993
CCCON=C>>C=O.CC1NCCC(I)=C1C=NO	1	1993
CCCOC>>C=C1COC(C)OC1=O	1	1993
CCCO>>OC=CC=O	1	1993
CCCO>>C=CC(C)O	1	1993
CCCO>>C1CO1.C[K]	1	1993
CCCO.CO>>C=[N+]=[N-].CCC(O)=O.OC=O	1	1993
CCCNc>>COCCN.cI	1	1993
CCCNC(O)O>>CCNCC(O)OC.O.O	1	1993
CCCN(CCNC(=O)C(C)C)C1CCc(c)c(c)O1>>CC(N)CO.COc1cc2c(cc1)OCC(N)C2.cc1c(c)OCC(N)C1	1	1993
CCCCOC=O>>COc1cc(CC(C)(NN)C(=O)O)ccc1O.OC=O	1	1993
CCCCOC(=O)[2C]ON=C>>C=NO.CCOCC.C[2C](I)C(=O)OC	1	1993
CCCCO>>COc1ccccc1O	1	1993
CCCCO>>CO.Sc1ccccc1	1	1993
CCCCNCCC(O)S.CN>>CC(C)(S)CCNC(N)CCO.CC=CC(=O)NCN.CO	1	1993
CCCCNC>>C=O.CC(C)C=O.N	1	1993
CCCCC[2C]>>Oc1ccccc1O.[Li][2C]	1	1993
CCCCCC[3C]=C[2C]>>CN(C)PN(C)C.[2C]I.[Li][3C](C)(C)C	1	1993
CCCCCCOc1ccc(-c2ccc(C(O)=O)cc2)cc1>>CCOC=O.COC(=O)C(C)O.Oc1ccccc1F.c1ccc(Pc2ccccc2)cc1.ccccc	1	1993
CCCCCCCCCO>>Sc1ccccc1.[O-]I.c1ccccc1	1	1993
CCCCCCCCCCCCCCCCCC(CC1OC(=O)C1C)OC=O>>C1CCOC1.COC(=O)N=NC(=O)O.OC=O.c1ccc(P(c2ccccc2)c2ccccc2)cc1	1	1993
CCCCCCCCCC>>COC(=O)N1CC2CC3CSCN3C2C1	1	1993
CCCCCCCCCC.CCOC=O.COC=O>>CO.Cc1ccc(S)cc1.Cc1ccccc1.O=CO.O=CO.O=COC=O	1	1993
CCCCCCCCC>>OCC(CO)CO.POc1ccccc1.ccccc	1	1993
CCCCCCC(O)=O>>CC=O.NC(=O)OCc1ccccc1	1	1993
CCCCC>>O=Cc1ccccc1	1	1993
CCCCC=CC=CO>>C=CC=C.CCCO.OC(=O)C=CC(=O)O	1	1993
CCCCC(N)=O>>CCCCC(=O)O.N	1	1993
CCCCC(C=O)OCc(c)c>>CC(=O)O.CC(=O)O.CC(O)=O.O=CO.OC(=O)O.ccc	1	1993
CCCCBCCCCC>>B.CC=CC.CCC=C.CCOC	1	1993
CCCC([2C]n)O[Si]>>CC(C)[Si]OC[2C]I.n	1	1993
CCCC(O)CO>>CC(C)(C)O.CC(C)C=O	1	1993
CCCC(C)CN>>C.CCCCC(C)N	1	1993
CCCC(=C)[1C]>>CCCC(=O)O.CS.cc(c)C([1C])=CC	1	1993
CCC>>CCO.CN(C)[4C]	1	1993
CCC>>CC([1C])O.CCC	1	1993
CCC>>C=O.CC	1	1993
CCC>>C=C.C[Si]	1	1993
CCC=Cc1ccccc1I>>IC(I)(I)I.OC=CCCc1ccccc1	1	1993
CCC=C.CCCC>>C=O.CCOC.CNP(NC)N(C)C	1	1993
CCC(ccncc)NC>>CN(C)CCNCC[1C].cc(O)c(O)ccCCN	1	1993
CCC(O)CC=CO.COC=O>>C=C.O=CC=CC=O.O=CO.OC=O	1	1993
CCC(O)C=O.CN>>CC(=O)N(O)C=O.CCC(C)N=C=N.O=CO	1	1993
CCC(O)C#C>>CCC=O.CCCO	1	1993
CCC(O)=O>>OC(=O)CC=O	1	1993
CCC(O)=O>>C=O.CCO.O	1	1993
CCC(O)=O.COC=O>>CO.O.OC=O.c1ccccc1	1	1993
CCC(N)c1cnc(c)c1c>>CC(N)CC=O.CC[CH]N.cc1ccnc1c	1	1993
CCC(N)=O>>CCC(=O)OC(C)=O.N	1	1993
CCC(N)=O>>CC(N)=O.N.ccccc	1	1993
CCC(I)C=O>>CO.I.O=C1CCCO1.O=CO	1	1993
CCC(CCC[1C])=NO>>C.CCCC.C[1C].NO	1	1993
CCC(C=O)C(=O)OC>>CCC(O)C(O)COC=O.O=C(CO)CO	1	1993
CCC(C=O)C(=O)OC>>CCC(CC)(OC=O)C(=O)COC=O	1	1993
CCC(C)CNC>>C#N.CCC(=O)CC.N	1	1993
CCC(C)(I)C(OC=O)OC=O>>COC=O.COC=O.O=CCI.ccccn	1	1993
CC>>CC=O.C[CH]	1	1993
CC>>C.Cn	1	1993
CC=O>>CCO.O=[Cr](=O)([O-])O	1	1993
CC=O>>CC(=O)O.OCO	1	1993
CC=O>>C=CS.OP(=O)(O)O	1	1993
CC=O>>C=C.O=[N+][O-]	1	1993
CC=O.NN>>CN.N.O=CI	1	1993
CC=O.COC=O>>C.CC[1C].O=COC=O	1	1993
CC=CNC(O)=O>>C=CCN.OC(=O)O	1	1993
CC=CC=O>>C=O.CCC=O.NCC(=O)O	1	1993
CC=CC(C)CO>>CCCCC=O.OC[P+]	1	1993
CC=CB(N)N>>CC#C.NBN	1	1993
CC=C>>C=CC.C=CC=C	1	1993
CC=C1C=CC=CC1c1ccc(O)cc1.OCCO>>C1CO1.CC(=O)O.OCC1CO1.Oc1ccc(C=Cc2ccc(O)cc2)cc1.c1ccccc1	1	1993
CC=C.cc(c)CO>>CCC.CO.cc(c)CC=O	1	1993
CC=C([1C])F>>C=O.COC=O.[1C]CF	1	1993
CC=C(F)C=C>>C=P.CC(F)=CO.C[SH]=O	1	1993
CC1COC(=O)N1C=O>>CC(C)N(C)C.CCC(=O)I.OC=O.cc(c)Cc(c)c	1	1993
CC1CCC(C)C1=C>>CC1CCC(=C)C1C	1	1993
CC1CCC(C(=C)CO)C1CO>>CCOC(C)=O.CO.CO.Cc1ccc(S(=O)(=O)O)cc1	1	1993
CC1CC=CCC1C>>CC.CC=CC.O=C(O)CCS	1	1993
CC1CC=CC=C1>>C=O.c1ccccc1	1	1993
CC1CC(c)(O)CC(C)O1>>C1CCOC1.[Li]c1cc(OC)ccc1.cI	1	1993
CC1CC([Si]O[Si]C2(C)CCCC2)CC1C=C>>C.CC(C)O.CC1CCC=C1.Cc1ccccc1.[Si]O[Si]	1	1993
CC1CC([1C])C(=O)O1>>COC(=O)C[1C].O=C1CC=CO1	1	1993
CC1=CCC2CC(=O)C21>>CC(=O)O.CC(O)(CCC=C)CC(O)=O	1	1993
CC1=CC=CC(O)C1.N>>C#C.O=C1OC([CH]O)C=C1O.cccc(c)CNC	1	1993
CC1=CC(=O)C=CC1=O.OC=O>>COC=O.Oc1ccc(O)cc1	1	1993
CC1=CC(=O)C=CC1=O.COC=O>>CC(C)CC=O.CO.OC=O.Oc1ccc(O)cc1	1	1993
CC.ccc(c)C(O)=O>>CCCC(=O)OC.Cc(c)s.ccccI	1	1993
CC.[2C]COC(=O)N1CCOC1>>CC.CC(O)COC(=O)N(C)C.[2C]I	1	1993
CC.[1C]c1ncnc1N>>C.COC(=O)C=N.[1C]C(N)C#N	1	1993
CC.NC(=O)C1CCCOC1>>C1CCOC1.CCC.N=C=O	1	1993
CC.C[Ti+3]O>>CCO.CO.[Ti+3]	1	1993
CC.C[Ti+3]N>>CCO.CN.[Ti+3]	1	1993
CC.CCOC=O>>CC.NC=O.Oc1ccccc1	1	1993
CC.CCOC=O>>C=O.CC.Oc1ccccc1	1	1993
CC.CCO>>CC.CC=O	1	1993
CC.CCCCC=C>>CC#CC.CCCCc(c)c	1	1993
CC(c)=O>>NC(=O)CO.cI	1	1993
CC(c(c)c)S(=C)C=O>>CCSC=O.cc(c)C=O	1	1993
CC([Si])O[2C]c(c)n>>[Si]CCO[2C]I.ccn	1	1993
CC([2C])O.OS(=O)=O>>O=S(=O)I.OC=O.[Li][2C].ccccn	1	1993
CC([1C])c1cc(C)cs1>>C=C[1C].CSc1ccc(N)cc1	1	1993
CC([1C])OC=O>>CO.Cc(c)[n+].[1C]CN.[O-].ncn	1	1993
CC([1C])O>>CCC(C)[1C].[1C]COC=O	1	1993
CC([1C])CO>>C=C[1C].C=O	1	1993
CC([1C])C(N)=S>>N=C=S.cc(c)CC[1C]	1	1993
CC([1C])=O>>[1C]C(N)CC(=O)O	1	1993
CC([1C])=CC(O)=O>>C=O.COC(=O)C[1C]	1	1993
CC([1C])([2C])S>>C[Si][N-].[1C]CS.[2C]I	1	1993
CC(S)=C([1C])NCCCO>>CCNC([1C])C(=O)CCO.S	1	1993
CC(O[Si])C(=C)[1C]>>CNC=O.C[1C].O.[Si]I.[nH]ccn	1	1993
CC(O)c1ccccc1>>CC=C.CO.nC1CCCO1	1	1993
CC(O)[2C]N=[N+]=[N-]>>CC1CO1.I[2C]I.[N-]=[N+]=[N-]	1	1993
CC(O)O>>CC(=O)O.OC=O	1	1993
CC(O)CO>>C1CO1.CC.O	1	1993
CC(O)CNC=C>>C1CO1.CNC=C	1	1993
CC(O)CCO>>CN(C)C=O.O.ccccc	1	1993
CC(O)C(O)=O>>CCOC(O)CC(O)=O	1	1993
CC(O)=O>>N[CH]C(O)=O.O=CO	1	1993
CC(O)=O>>NC1(N)CC=NC=C1.O.O	1	1993
CC(O)=O>>CCOCC(O)=O	1	1993
CC(O)=O>>CCO.cc(c)C(O)=O	1	1993
CC(O)(O)O>>O.O.OCC=O	1	1993
CC(NC(N)=O)c(c)ccc>>CCc(c)c(N)cc.N=C=O	1	1993
CC(N)O>>N.O.c1ccccc1	1	1993
CC(N)CC(O)O>>NCCCC(O)O.O.O	1	1993
CC(N)=O>>N.O=C1CC=CC=C1	1	1993
CC(N)=O>>N.O=C(O)I.O=CO	1	1993
CC(N)=O.CC(N)=O>>CN.N.OC(=O)C=CC(=O)O	1	1993
CC(N)(C(N)N)C(O)=O>>NCC(N)CN.OC(=O)I	1	1993
CC(F)F>>FC(F)F.OCCF	1	1993
CC(CO)C(C)CC=C[N+]>>CC(CO)C(C)CC=O.[N+]CP(=O)(O)O	1	1993
CC(C1=CCCC1)c(c)c>>C.C=C1C=CC(c(c)c)=C1	1	1993
CC(C)c1c(C)cc(C)cc1O.O>>C.CC(C)=O.CC(O)=O.CCCCC.CCCO	1	1993
CC(C)c(c)c.c>>COc(c)c.COc(cc)c(c)S.cI	1	1993
CC(C)c(c)c.OCCO.cc(c)O>>NS(=O)(=O)c1ccccc1.O.OCCO.cc(c)NC=O.cc(c)O	1	1993
CC(C)[Si]>>C=C.C[Si]	1	1993
CC(C)[1C]>>CC(C)C[1C]	1	1993
CC(C)Oc1ccccc1.O>>C1CCOC1.CC1(C)C=CC=CC1O.O=CO	1	1993
CC(C)OC[1C].NC=O>>CC.CCCOC=O.C[1C].N	1	1993
CC(C)OC(N)=O>>CC.COC(C)=O.N	1	1993
CC(C)O>>COPOC.OCO	1	1993
CC(C)O>>C=O.O=CC=P	1	1993
CC(C)NC=O>>CN(C)C.O=CI	1	1993
CC(C)N>>N=[N+]=[N-].Pc1ccccc1	1	1993
CC(C)N>>CC(C)CN	1	1993
CC(C)CCCCCOC=O>>C=CC.C=COC=O.O=C(O)c1ccccc1.OC=O	1	1993
CC(C)CC(N)C(O)=O>>CC#N.CC(=O)OCCc1ccccc1	1	1993
CC(C)C=O>>CC(C)I.N#CCN.[O-]	1	1993
CC(C)C(O)=O.CCC(O)=O>>CCC(=O)I.O.O.O=C(O)O.c1cnccc1	1	1993
CC(C)C(=O)OCCOC=O>>Cc(c)c.OC=O.OCCCO.c1ccccc1	1	1993
CC(C)([1C])c(c)n>>C=C[1C].Cc(c)n	1	1993
CC(C)(C)C#CC=C.CNC>>C.C=O.CCNCC.CO.O=Cc1cc(O)c(O)cc1	1	1993
CC(C(O)=O)c(c)c>>COc(cc)cc.cc(c)CC.cc(c)OC.ccc	1	1993
CC(C#C)NC=O>>C1CCOC1.CN(C)C.O=CO	1	1993
CC(=S)NC[1C]>>S.[1C]CC#N.ccccc	1	1993
CC(=O)c1ccccc1>>c1ccc2occc2c1.cccc(c)C=O	1	1993
CC(=O)S>>CC(=O)O.CC(C)(C)S	1	1993
CC(=O)ONC=O>>C1COCC1.NO.O=CI	1	1993
CC(=O)OCO>>CCO.CO.COC(=O)C=[N+]	1	1993
CC(=O)OC=C.OC=O>>C=CCC(=O)OC=O.OC=O	1	1993
CC(=O)Nc(c)c>>CC(=O)c(c)c.CNC=O	1	1993
CC(=O)N[3C](C)CN>>CO.CO.I[3C](I)(I)I.NCC#N	1	1993
CC(=O)NOC=O>>NO.O=CI.ccc(C=O)cc	1	1993
CC(=O)NC(C(O)O)C(O)CO>>CCCO.CO.NC(N)=O.O.ccc(cc)C(OC)(C(N)=O)c(c)c	1	1993
CC(=O)N([4C])C=C>>C=CCC(=O)N[4C]	1	1993
CC(=O)C[1C]>>C=C=C[1C].O	1	1993
CC(=O)CN>>C=CC(=O)O.N.ccccc	1	1993
CC(=O)CC(C)=O>>CC(=O)O.CC(C)=O	1	1993
CC(=O)C=C.N[2C]CC=O>>CCN(CC)CC.I[2C]I.N.O=CI.OCO	1	1993
CC(=O)C=C(C)c>>CNn1cc(C(=O)O)c(=O)c2ccc(N)cc21.cI	1	1993
CC(=O)C1CCOC1=O>>C1CO1.O=C1CC=CO1	1	1993
CC(=O)C(=O)n1ccc2c1CCCC2>>CCCNc1ccccc1.O=C(I)C(=O)I	1	1993
CC(=NO)c(c)c(C(O)=O)c(c)O>>NO.O.OC=O.ccc1c(CO)c(c)c(c)c(COC=O)c1c	1	1993
CC(=N)[2C]O>>CN.OC(O)[2C]I	1	1993
CC(=C)N>>C=CN.O=C(O)I	1	1993
CC(=C)C(O)=O.CCCCCCC>>C.C=Cc1ccccc1.CO.Cc1ccccc1.O	1	1993
CC(=C)C(=O)N[4C]>>C1CCOC1.CC(C)(C)O.[4C]N	1	1993
CC#CCCC(=C)[1C].COC=O>>C=C[1C].CC=O.CCC.CCN.O=CC(I)(I)I	1	1993
C=[N+]([O-])c(c)c>>C[n+](cc)cc.cc(c)N=O	1	1993
C=[2C]c1ccccc1>>CC.CC.I[2C]I.O=CCCC=O	1	1993
C=[2C]N.ccccc>>I[2C]I.N.c1ccncc1.ccncc	1	1993
C=[2C]>>C[SH]=O.[2C]I	1	1993
C=[2C].cc(c)CC([1C])C=O>>C=C[2C]I.[1C]C=CO.ccc	1	1993
C=O>>[1C]CO.cocc(c)O	1	1993
C=O>>CCC.cc(c)O	1	1993
C=O>>CC(O)O.O	1	1993
C=O>>C=[N+][O-]	1	1993
C=O.cc(c)N>>CN.O=S.cc(c)F	1	1993
C=O.cC=C>>CC=O.OCO.cI	1	1993
C=O.OO>>CO.ONC=O	1	1993
C=O.OC=O>>C=COC=O.O=[O+][O-]	1	1993
C=O.OC=O.cc(c)-c1ccccc1>>NO.O=COCc1ccc(O)cc1.ccc	1	1993
C=O.N>>CN.O=S	1	1993
C=O.N>>C.NC=O	1	1993
C=O.C[2C](C)(C)O>>CC(C)C.I[2C](I)I.O.OS(=O)(=O)O	1	1993
C=NOC=O>>C=NO.nC=O	1	1993
C=NO>>C=O.[N-]O	1	1993
C=NN(C=O)C(=O)S>>C=NNCS.O=CI.nc(=O)s	1	1993
C=NC=CN>>cc(c)CNCCN	1	1993
C=NC(=CN)C([2C])O>>CN(C=O)Cc1ncnc1C=O.[2C]I	1	1993
C=N>>N=CC(=O)O	1	1993
C=Cc1nc2ccccc2o1>>C=O.O=Cc1cccnc1OCc1ccccc1	1	1993
C=Cc1ccccc1CN>>CC=O.CCC.CCCCC.CN(C)C	1	1993
C=Cc1cccc(N)c1>>C=Pc(c)ccc.Nc1ccccc1C=O	1	1993
C=Cc(c)cc>>cc1ccncc1c	1	1993
C=Cc(c)c[2C]C([1C])[1C]>>C=C[2C](I)ccc.[1C]C[1C]	1	1993
C=Cc(c)c>>Nc1ccccc1S.cc(c)N	1	1993
C=Cc(c)c>>CO.cc(c)N.cccc(c)N	1	1993
C=Cc(c)c>>CC(=O)O.cc(c)N	1	1993
C=Cc(c)c>>C=O.cc(c)C.cc(s)C(=CO)C(=O)O	1	1993
C=C[N+]>>C=O.[N+]CP(=O)(O)O	1	1993
C=C[1C]>>[1C]C(O)C[Si]	1	1993
C=CSC(N)=N>>C#C.NC#N.S	1	1993
C=CS>>CC=O.S=[PH]1S[PH](=S)S1	1	1993
C=CS(=O)(=O)c(c)c>>C=CS(=O)(=O)I.ccc	1	1993
C=CS(=O)(=O)S(=O)=O>>C=CS(=O)(=O)I.OS=O	1	1993
C=CP(O)=O>>C=CP(=O)(O)C(O)O.O	1	1993
C=CP(O)(=O)C(O)O>>C=CP(O)=O.OC(O)O	1	1993
C=COC=O.NC=O>>C=CO.O=CI.[N-]C=O	1	1993
C=COC=O.CC(O)=O>>CC(=O)O.CC(=O)O.CC(O)=O.OC=O	1	1993
C=CO>>cc(c)C([SeH])CO	1	1993
C=CO>>C=COP(=O)(O)O	1	1993
C=CO>>C=CCO.O	1	1993
C=CNC(N)=O>>C=CN=C=O.N	1	1993
C=CN>>C=C.cc(c)C(N)(O)O	1	1993
C=CN>>C.N=CO	1	1993
C=CN.c1ccccc1>>C=O.C[P+]c1ccccc1.Nc1ccccc1	1	1993
C=CI>>CC.[4C]NI	1	1993
C=CI>>C=O.cccc(c)P=CI	1	1993
C=CCOc1ccc(N([2C])N)cc1>>CCN.CCOC.Cc1ccccc1.NN.[2C]I	1	1993
C=CCO[2C]>>CC=CO.NC=O.[2C]I	1	1993
C=CCOC(=O)C(=C)[1C]>>CCOC(=O)C[1C].COC(=O)C[1C]	1	1993
C=CCO>>C=CI.OCO	1	1993
C=CCN[2C]C=C>>CC[2C]I.N.[N+]c1cc(I)ccc1	1	1993
C=CCN[2C]>>CCN.CN[4C].N.[2C]I	1	1993
C=CCNCc(c)c>>C=CCOC=O.cc(c)CN	1	1993
C=CCN>>CCC.N	1	1993
C=CCN>>C=CCO.N	1	1993
C=CCN=[N+]=[N-]>>C=CCOC=O.[N-]=[N+]=[N-]	1	1993
C=CCCc(c)cO>>CC=CCOccc	1	1993
C=CCCOC=O>>C1CO1.C=CI.O=CO	1	1993
C=CCCO>>C1CO1.C=CI	1	1993
C=CCCCO>>C1COC1.C=CI	1	1993
C=CCCC=CCCC=CCO>>CCC.CCC[Al+]CC.CCOC(C)=O	1	1993
C=CCC(O)=O>>C=O.CC(C)(C)O.NC=O	1	1993
C=CCC(CO)C(O)c1cncs1>>CCCC[N+](C)(C)CC.CO.CO.O=S(=O)(O)c1ccccc1	1	1993
C=CC=[2C]C=C>>CC[2C](I)C=CC[SH](=O)=O	1	1993
C=CC=O>>C=C.OCOCO	1	1993
C=CC=CN>>[1C]C1CCC=CC1N	1	1993
C=CC=C>>CCc1ccccc1O	1	1993
C=CC=C1C=C[Se]C=C1>>C=CI.Cc1cc[se+]cc1	1	1993
C=CC1OCOC1C=C>>C=O.CC(=C)C1CCC=CC1.O	1	1993
C=CC1CO1.CCCO>>CCCC[N+].CCOC.CCOC	1	1993
C=CC([2C])O>>C=C(F)C=O.[Li][2C]	1	1993
C=CC(O)=O>>C=O.CC(=O)O.OC=O	1	1993
C=CC(O)=O>>C=CC(O)=O	1	1993
C=CC(N)[2C]C[1C]>>CC=C[1C].NC[2C]I	1	1993
C=CC(N)S>>C=CN.C=O.S	1	1993
C=CC(=O)N[4C]>>C=CC(=O)I.[4C]N	1	1993
C=CC(=O)NC[1C]>>[1C]CC(=O)NCC(=O)O	1	1993
C=C>>C=O.C=[PH3]	1	1993
C=C=CCN>>C#CC[Si].NCO	1	1993
C=C1CO1>>CC=C.OOC=O	1	1993
C=C1CCCC(=O)N1>>C=CC(N)=O.CC(C)=O	1	1993
C=C.OC=O>>CC=O.CO.O	1	1993
C=C.OC(O)[2C]=O>>CC(O)(OC[2C]I)C(O)O	1	1993
C=C.O>>C=O.CCO	1	1993
C=C.COc>>CCO.O=C(O)C(=O)O.cI	1	1993
C=C.CNc(c)c>>CC=C.N.cc(c)F	1	1993
C=C.CCC.CCI>>CCC(O)CO.CCC(O)COCCO.[I-]	1	1993
C=C([1C])SC=O>>C=C[1C].O=CSI	1	1993
C=C(S)NC(N)=O>>C=C(S)C(=O)O.N.[N-]=[N+]=NP=O	1	1993
C=C(O)C=O>>C=CO.O=COC=O	1	1993
C=C(C[2C])C=[2C]>>C=CC=C[2C]I.[Li][2C]	1	1993
C=C(CO)C1CCC([2C])C1CO>>CO.CO.Cc1ccc(S(=O)(=O)O)cc1.I[2C]I	1	1993
C=C(CO)C(N)=O>>C=CC(=O)NCO.O	1	1993
C1Oc2ccccc2O1>>C=O.COc1ccccc1	1	1993
C1COCO1>>C=O.OS(=O)(=O)O.c1ccccc1	1	1993
C1COCO1.NO>>C=O.CC1(C)OO1.N	1	1993
C1CNC2CCCNC2C1>>c1cnc2cccnc2c1	1	1993
C1CCc2cncc2C1>>Cc1ccccc1C.N	1	1993
C1CCCCC1>>Oc1ccccc1O	1	1993
C1CCC=CC1>>C=CC=O.CCC	1	1993
C1CCC2=NCCCN2CC1>>CCOC=O.O=Cc1nccn1.c1ccccc1	1	1993
C1C=Cc2ccccc21>>C1C=CC=C1.O=CCCC=O	1	1993
C1C=CC2C=CC1N2>>C=CC=[N+]=[N-].c1ccnc1	1	1993
C1=C(c2ccccc2)N1>>C=CC1(N=[N+]=[N-])CC=CC=C1.ccc(C)cc	1	1993
C.nCCI>>C=C.CI.n	1	1993
C.cc(c)Oc(c)c>>CO.cc(c)F.ccc	1	1993
C.O.O>>OCO	1	1993
C.Nc1ccccn1>>CCC=C.CCCNc1nccc(N)n1	1	1993
C.N=CO>>C#N.CCCO	1	1993
C.CO>>C.CO[Si]	1	1993
C.CCCCCCCCC.OCCO>>CNC(C)C(O)=O.O=COC1OCC(OC=O)C(O)C1OC=O.OC(=O)c1cc(O)ccc1.ccc(O)c(c)O	1	1993
C.CC(O)=O>>CCCO.NC(N)=O	1	1993
C(C=Cc1ccccc1)[Si]1CC=C(c2ccccc2)C1>>C=C(C)C(C[Si])CO.CC(=C)CC1(O)CCCCC1.CC1(O)CCCCC1.C[Si](C)C	1	1993
C#Ccccc>>C#C.CCN.ccncI	1	1993
C#Cc(c)ccc>>C=Nc(c)ccc.ccccc	1	1993
C#CP(O)=O>>C=C(I)I.OP(=O)I	1	1993
C#CNC(O)=O>>C#CN=[N+]=[N-].OC(=O)OC=O	1	1993
C#CN=[N+]=[N-]>>C#CI.[N-]=[N+]=[N-]	1	1993
C#CI>>C#CO.IC(I)(I)I	1	1993
C#CF>>C#CI.[F-]	1	1993
C#CCI>>C#C.C=O.IC(I)(I)I	1	1993
C#CCCCNC(O)=O>>C#CCCCC(=O)O.O.[N-]=[N+]=NP=O	1	1993
C#CC=CCN>>C#C.CCCCN.N	1	1993
C#CC=CC#C>>C#C.C#C.C#CC=CI	1	1993
